Protein A,Protein B,GO similarity under BP term,GO similarity under MF term,GO similarity under CC term,Combined Score
YER056C,YOL132W,0.066,0.097,0.207,
YER057C,YNL189W,0.082,0.383,0.506,
YER058W,YJR091C,0.043,0.235,0.539,
YER059W,YER156C,0.098,0.283,1.0,163.0
YER059W,YFL037W,0.049,0.217,0.417,
YER059W,YFL039C,0.162,0.058,0.554,
YER059W,YGR109C,0.262,0.105,1.0,454.0
YER059W,YJL020C,0.192,0.339,0.33,234.0
YER059W,YJL034W,0.071,0.092,0.704,
YER059W,YJL084C,0.094,0.43,0.506,237.0
YER059W,YKL103C,0.298,0.174,0.74,173.0
YER059W,YKL152C,0.489,0.205,0.484,
YER059W,YLR079W,0.152,0.067,1.0,484.0
YER059W,YLR190W,0.262,0.283,0.74,361.0
YER059W,YMR165C,0.486,0.153,0.597,422.0
YER059W,YOR392W,0.0,0.0,0.0,161.0
YER059W,YPL031C,0.298,0.217,1.0,983.0
YER060W-A,YOL132W,0.039,0.097,0.207,
YER061C,YPL073C,0.0,0.0,0.0,163.0
YER062C,YER171W,0.25,0.287,0.68,460.0
YER062C,YGR218W,0.084,0.214,0.117,198.0
YER062C,YHL032C,0.148,0.59,0.506,972.0
YER062C,YJL173C,0.183,0.133,0.548,
YER062C,YML058W,0.192,0.262,1.0,187.0
YER062C,YOL133W,0.127,0.481,0.506,196.0
YER062C,YPL201C,0.15,0.477,1.0,996.0
YER063W,YGL181W,0.728,0.11,1.0,330.0
YER063W,YJR091C,0.433,0.785,0.382,
YER063W,YKL056C,0.075,0.282,0.413,172.0
YER063W,YMR048W,0.447,0.282,1.0,189.0
YER063W,YOR333C,0.0,0.0,0.0,420.0
YER063W,YPL172C,0.46,0.111,0.117,161.0
YER064C,YLR447C,0.025,0.089,0.412,
YER064C,YNL157W,0.265,0.477,0.506,163.0
YER064C,YPL212C,0.428,0.323,1.0,266.0
YER064C,YPR125W,0.025,1.0,0.74,169.0
YER065C,YNL030W,0.136,0.096,0.245,
YER065C,YNL189W,0.067,0.126,0.506,222.0
YER066C-A,YGR254W,0.0,0.0,0.0,
YER066C-A,YJR121W,0.0,0.0,0.0,
YER066C-A,YMR066W,0.0,0.0,0.0,
YER066C-A,YNL064C,0.0,0.0,0.0,
YER066C-A,YOR027W,0.0,0.0,0.0,
YER066W,YHR041C,0.755,0.383,0.121,207.0
YER066W,YHR147C,0.333,0.282,0.173,250.0
YER066W,YMR154C,0.173,0.283,0.418,201.0
YER066W,YPL022W,0.437,0.318,0.218,238.0
YER067W,YLR340W,0.218,0.235,0.53,556.0
YER067W,YPL180W,0.426,1.0,0.328,163.0
YER068W,YGR134W,0.153,0.255,1.0,999.0
YER068W,YIL038C,0.118,0.117,0.506,999.0
YER068W,YIL128W,0.124,0.255,1.0,229.0
YER068W,YNL288W,0.153,0.255,0.582,999.0
YER068W,YNR052C,0.166,0.049,1.0,999.0
YER068W,YPR072W,0.159,0.117,1.0,999.0
YER069W,YJL071W,0.241,0.264,0.599,999.0
YER069W,YLR214W,1.0,0.602,0.157,163.0
YER070W,YHR169W,0.375,0.096,0.506,456.0
YER070W,YIL066C,1.0,1.0,0.599,991.0
YER070W,YML058W,0.103,0.158,0.506,985.0
YER070W,YML064C,0.124,0.096,0.373,163.0
YER071C,YKL007W,0.055,0.323,0.396,839.0
YER071C,YLR200W,0.185,0.383,1.0,182.0
YER071C,YMR048W,0.057,1.0,0.506,
YER071C,YOR171C,0.147,0.477,0.565,161.0
YER071C,YOR176W,0.085,0.383,0.599,
YER071C,YPL032C,0.283,1.0,0.396,161.0
YER073W,YGL181W,0.17,0.119,0.74,
YER073W,YML032C,0.247,0.407,0.469,204.0
YER073W,YPL257W,0.265,0.323,0.136,163.0
YER073W,YPR086W,0.029,0.081,0.091,
YER075C,YER177W,0.077,0.062,1.0,225.0
YER075C,YFL039C,0.073,0.094,0.506,219.0
YER075C,YGL206C,0.053,0.169,0.622,159.0
YER075C,YHR030C,0.412,0.079,0.396,986.0
YER075C,YJR045C,0.041,0.079,0.599,
YER075C,YLR113W,0.412,0.228,0.506,999.0
YER075C,YMR229C,0.053,0.055,0.331,173.0
YER075C,YMR319C,0.114,0.039,0.157,
YER075C,YNL030W,0.166,0.076,0.245,
YER076C,YPR086W,0.183,0.182,0.091,
YER077C,YFR015C,0.074,0.207,1.0,163.0
YER077C,YIL110W,0.477,0.283,0.599,165.0
YER077C,YLR233C,0.075,0.235,0.74,161.0
YER077C,YMR106C,0.256,0.477,0.535,161.0
YER077C,YNL230C,0.105,0.383,0.74,163.0
YER078C,YER081W,0.256,0.067,0.355,190.0
YER078C,YFL027C,0.104,0.093,0.27,163.0
YER078C,YGR091W,0.272,0.084,0.566,161.0
YER078C,YML036W,0.131,0.255,0.345,299.0
YER079W,YHR114W,0.283,0.477,0.506,
YER079W,YHR135C,0.126,0.251,0.305,229.0
YER079W,YKL002W,0.148,1.0,0.506,
YER079W,YNL154C,0.217,0.251,0.305,238.0
YER081W,YER145C,0.132,0.049,0.296,
YER081W,YFL016C,0.117,0.091,0.599,
YER081W,YFL037W,0.133,0.324,0.398,162.0
YER081W,YFR017C,0.147,0.133,1.0,
YER081W,YFR053C,0.471,0.066,0.784,305.0
YER081W,YFR055W,0.181,0.09,0.314,244.0
YER081W,YGL039W,1.0,0.133,1.0,
YER081W,YGL096W,0.072,0.188,0.307,218.0
YER081W,YGL110C,0.329,0.202,1.0,
YER081W,YGL181W,0.072,0.091,0.506,
YER081W,YGR020C,0.121,0.031,0.355,
YER081W,YGR084C,0.246,0.133,0.599,
YER081W,YGR180C,0.124,0.077,0.506,
YER081W,YGR210C,0.329,0.275,1.0,
YER081W,YGR293C,0.0,0.0,0.0,
YER081W,YHR215W,0.246,0.067,0.507,454.0
YER081W,YIL044C,0.165,0.091,1.0,
YER081W,YIL074C,0.231,0.077,1.0,999.0
YER081W,YJR108W,0.195,0.227,0.314,
YER081W,YKR073C,0.0,0.0,0.0,
YER081W,YLR151C,0.284,0.077,0.571,
YER081W,YNR042W,0.0,0.0,0.0,
YER081W,YOR150W,0.141,0.133,0.599,376.0
YER081W,YOR167C,0.063,0.133,0.533,
YER081W,YOR189W,0.114,0.227,0.271,
YER081W,YOR222W,0.215,0.055,0.421,174.0
YER081W,YOR246C,0.133,0.133,0.234,309.0
YER081W,YOR258W,0.29,0.044,1.0,
YER081W,YOR263C,0.0,0.0,0.0,
YER081W,YOR300W,0.0,0.0,0.0,
YER081W,YOR318C,0.0,0.0,0.0,
YER081W,YOR362C,0.139,0.108,0.355,
YER081W,YOR387C,0.329,0.227,0.314,
YER081W,YOR388C,1.0,0.077,1.0,
YER081W,YOR392W,0.0,0.0,0.0,
YER081W,YPL205C,0.0,0.0,0.0,
YER081W,YPL213W,0.118,0.227,1.0,
YER081W,YPL220W,0.141,0.188,0.479,
YER081W,YPL229W,0.329,0.227,1.0,
YER081W,YPL233W,0.321,0.227,0.404,
YER081W,YPL234C,0.156,0.053,0.599,151.0
YER081W,YPR016C,0.141,0.242,0.506,
YER081W,YPR046W,0.321,0.227,0.398,
YER081W,YPR126C,0.0,0.0,0.0,
YER081W,YPR134W,0.142,0.227,0.599,
YER081W,YPR136C,0.0,0.0,0.0,
YER081W,YPR137C-B,0.321,0.133,0.506,
YER081W,YPR149W,0.138,0.227,0.157,
YER082C,YER118C,0.066,0.189,0.203,479.0
YER082C,YER161C,0.155,0.282,0.611,179.0
YER082C,YER165W,0.057,0.22,0.331,246.0
YER082C,YGL068W,0.141,0.477,0.49,161.0
YER082C,YGL173C,0.219,0.283,0.436,
YER082C,YGR090W,0.888,0.282,0.248,999.0
YER082C,YGR128C,0.241,0.255,0.841,999.0
YER082C,YGR162W,0.334,0.282,0.436,346.0
YER082C,YHL034C,0.157,0.323,0.611,350.0
YER082C,YIL142W,0.336,0.251,0.226,
YER082C,YJL014W,0.389,0.383,0.226,
YER082C,YJL109C,0.795,0.255,1.0,999.0
YER082C,YJL111W,0.336,0.1,0.331,222.0
YER082C,YJL135W,0.0,0.0,0.0,163.0
YER082C,YJR002W,0.381,1.0,1.0,999.0
YER082C,YKL056C,0.079,1.0,0.278,194.0
YER082C,YLR129W,0.381,0.255,0.248,999.0
YER082C,YLR180W,0.17,0.251,0.331,
YER082C,YLR197W,0.381,0.235,0.611,999.0
YER082C,YLR222C,1.0,0.255,0.248,999.0
YER082C,YLR259C,0.293,0.383,0.49,
YER082C,YLR409C,0.444,1.0,0.785,999.0
YER082C,YMR012W,0.168,0.235,0.331,
YER082C,YMR093W,0.241,0.255,0.248,999.0
YER082C,YMR205C,0.178,0.207,0.49,
YER082C,YNL132W,0.444,1.0,1.0,999.0
YER082C,YOL077C,0.201,0.235,1.0,844.0
YER082C,YPL012W,1.0,0.282,0.331,951.0
YER082C,YPL126W,0.241,0.255,0.611,999.0
YER082C,YPL212C,0.573,0.323,0.611,601.0
YER082C,YPL217C,0.381,0.1,0.49,999.0
YER082C,YPR112C,0.795,0.251,1.0,988.0
YER083C,YER126C,0.033,0.383,0.325,207.0
YER083C,YMR038C,0.183,0.193,0.574,227.0
YER083C,YPR175W,0.036,0.112,0.704,178.0
YER084W,YIL035C,0.126,0.226,0.621,
YER084W,YKL002W,0.148,1.0,1.0,164.0
YER086W,YER095W,0.219,0.402,0.469,660.0
YER086W,YHL004W,0.237,0.137,1.0,
YER086W,YJL020C,0.153,0.195,0.444,249.0
YER086W,YKL057C,0.05,0.137,0.74,169.0
YER086W,YKL081W,0.188,0.402,0.543,637.0
YER086W,YLR191W,0.095,0.236,0.091,329.0
YER086W,YMR109W,0.05,0.071,0.444,229.0
YER086W,YOR383C,0.022,0.216,0.22,163.0
YER086W,YPL070W,0.029,0.168,0.599,590.0
YER087C-B,YJL091C,0.023,0.1,0.125,346.0
YER088C,YLR103C,0.468,0.328,0.695,219.0
YER089C,YIL033C,0.415,0.082,0.506,270.0
YER089C,YPL153C,0.442,0.121,0.506,906.0
YER090W,YKL211C,0.746,1.0,0.636,999.0
YER090W,YLR180W,0.584,0.154,0.636,786.0
YER090W,YOL139C,0.233,0.133,0.346,161.0
YER090W,YOR155C,0.456,0.269,0.188,163.0
YER091C,YER133W,0.184,0.282,0.147,
YER091C,YFL033C,0.163,0.214,0.305,
YER091C,YGL100W,0.04,0.125,0.305,
YER091C,YGL190C,0.153,0.083,0.273,
YER091C,YGR092W,0.163,0.214,0.229,
YER091C,YHL007C,0.163,0.035,0.305,
YER091C,YHR107C,0.048,0.105,0.451,
YER091C,YHR135C,0.163,0.079,1.0,
YER091C,YKL103C,0.163,0.06,0.275,
YER091C,YKR055W,0.155,0.079,0.529,
YER091C,YLR175W,0.155,0.186,0.395,
YER091C,YLR291C,0.234,0.162,0.313,
YER091C,YLR314C,0.155,0.035,0.396,
YER091C,YLR383W,0.204,0.136,0.235,292.0
YER091C,YML057W,0.132,0.282,0.319,
YER091C,YML064C,0.184,0.079,0.229,
YER091C,YMR049C,0.155,0.125,0.203,
YER091C,YMR059W,0.167,0.092,0.529,
YER091C,YMR246W,0.049,0.282,0.425,164.0
YER091C,YNL135C,0.207,0.186,0.275,
YER091C,YNL189W,0.043,0.1,0.305,
YER091C,YNL244C,0.214,0.1,0.313,
YER091C,YOR089C,0.04,0.119,0.258,
YER091C,YOR212W,0.077,0.125,0.514,
YER091C,YPL031C,0.163,0.079,0.305,
YER091C,YPL149W,0.04,0.282,0.379,
YER091C,YPR110C,0.034,0.077,0.183,268.0
YER091C,YPR178W,0.188,0.219,0.305,
YER092W,YKL002W,0.068,1.0,0.271,225.0
YER092W,YLR052W,0.391,1.0,0.453,999.0
YER092W,YLR423C,0.183,0.243,0.073,394.0
YER093C,YGR040W,0.122,0.109,0.383,260.0
YER093C,YJL058C,1.0,0.477,0.177,999.0
YER093C,YKL126W,0.103,0.214,0.328,939.0
YER093C,YKL203C,0.068,0.128,0.328,999.0
YER093C,YLR210W,0.145,0.181,0.383,201.0
YER093C,YNL006W,0.241,0.145,0.266,999.0
YER093C,YNL030W,0.159,0.367,0.324,
YER094C,YGL011C,0.603,0.07,0.506,999.0
YER094C,YHR200W,0.867,0.087,0.438,999.0
YER094C,YML092C,0.867,0.243,0.402,999.0
YER094C,YMR106C,0.111,0.145,0.68,177.0
YER094C,YOR157C,1.0,0.119,0.506,999.0
YER094C,YPR103W,1.0,0.087,0.415,999.0
YER095W,YER110C,0.073,0.106,0.505,455.0
YER095W,YFR009W,0.232,0.409,0.272,628.0
YER095W,YGL163C,0.853,0.133,0.586,999.0
YER095W,YGL245W,0.385,0.063,0.253,663.0
YER095W,YGR234W,0.069,0.068,0.325,788.0
YER095W,YGR240C,0.335,0.191,0.325,648.0
YER095W,YJR109C,0.219,0.191,0.325,719.0
YER095W,YKL104C,0.2,0.063,0.121,629.0
YER095W,YLR337C,0.084,0.196,0.164,449.0
YER095W,YLR394W,0.126,0.063,0.586,442.0
YER095W,YML032C,0.612,0.133,1.0,999.0
YER095W,YMR012W,0.143,0.44,0.325,594.0
YER095W,YMR167W,0.484,0.684,0.469,931.0
YER095W,YMR186W,0.481,0.238,0.469,727.0
YER095W,YMR233W,0.542,0.785,0.586,222.0
YER095W,YNL085W,0.121,0.058,0.325,684.0
YER095W,YNL189W,0.029,0.106,0.586,224.0
YER095W,YOR151C,0.542,0.785,0.469,772.0
YER095W,YPL204W,0.063,0.059,0.577,197.0
YER095W,YPL238C,0.0,0.0,0.0,229.0
YER095W,YPR010C,0.507,0.374,0.674,692.0
YER095W,YPR011C,0.069,0.044,0.411,252.0
YER096W,YHR114W,0.072,1.0,1.0,
YER096W,YPR165W,0.082,0.129,0.38,304.0
YER099C,YKL181W,0.398,0.11,1.0,999.0
YER099C,YMR139W,1.0,0.047,1.0,465.0
YER099C,YOL061W,0.398,1.0,1.0,999.0
YER099C,YOL069W,0.246,0.181,0.235,488.0
YER100W,YER110C,0.061,0.055,0.497,
YER100W,YFL037W,0.058,0.477,0.377,
YER100W,YFL038C,0.059,0.033,0.594,252.0
YER100W,YFR053C,0.194,0.038,0.382,
YER100W,YGL195W,0.259,0.1,0.54,185.0
YER100W,YHR082C,0.23,0.035,0.445,
YER100W,YHR129C,0.046,0.066,0.332,242.0
YER100W,YJL130C,0.209,0.477,0.377,
YER100W,YJR077C,0.121,0.043,0.54,362.0
YER100W,YKL056C,0.095,0.1,0.382,165.0
YER100W,YKL205W,0.029,0.214,0.442,163.0
YER100W,YKL210W,0.784,0.08,0.377,728.0
YER100W,YML085C,0.066,0.033,0.377,
YER100W,YPL078C,0.072,0.022,0.54,167.0
YER100W,YPL229W,0.16,0.1,0.377,229.0
YER100W,YPL235W,0.061,0.021,0.334,
YER103W,YER117W,0.102,0.154,0.463,343.0
YER103W,YFR021W,0.051,0.166,0.413,445.0
YER103W,YGL065C,0.062,0.079,0.117,197.0
YER103W,YGL130W,0.097,0.11,1.0,643.0
YER103W,YGL137W,0.056,0.247,0.704,
YER103W,YGL190C,0.043,0.11,0.45,188.0
YER103W,YHR199C,0.189,0.251,0.74,156.0
YER103W,YIL142W,0.131,1.0,0.317,698.0
YER103W,YLR175W,0.082,0.11,0.472,214.0
YER103W,YNL007C,0.228,0.513,1.0,996.0
YER103W,YNL077W,0.101,0.289,0.74,975.0
YER103W,YNL135C,0.131,0.11,0.74,274.0
YER103W,YOL062C,0.048,0.347,0.28,246.0
YER103W,YOR039W,0.055,0.128,0.511,601.0
YER103W,YPL259C,0.098,0.289,0.29,192.0
YER103W,YPR001W,0.131,0.154,0.74,233.0
YER103W,YPR110C,0.083,0.513,0.519,299.0
YER104W,YKL002W,0.088,1.0,1.0,
YER104W,YNL106C,0.152,0.219,0.396,227.0
YER105C,YFR050C,0.113,0.096,0.4,442.0
YER105C,YGL092W,0.286,1.0,1.0,997.0
YER105C,YIL061C,0.113,1.0,0.576,169.0
YER105C,YJL030W,0.767,0.282,0.685,397.0
YER105C,YJL061W,0.086,0.163,1.0,955.0
YER105C,YMR153W,0.04,0.163,1.0,999.0
YER105C,YNR047W,0.113,0.087,0.289,439.0
YER105C,YPR120C,0.202,0.111,0.517,266.0
YER106W,YPL204W,0.381,0.226,0.815,999.0
YER107C,YGL143C,0.029,0.22,0.476,163.0
YER107C,YHL008C,0.47,0.182,0.245,223.0
YER107C,YMR047C,0.47,0.477,0.597,999.0
YER107C,YNL189W,0.216,0.383,0.597,559.0
YER107C,YPR119W,0.032,0.323,0.597,334.0
YER109C,YGL070C,0.478,0.07,1.0,
YER110C,YER117W,0.07,0.214,0.343,348.0
YER110C,YFR028C,0.268,0.101,0.156,
YER110C,YGL172W,0.063,0.481,0.725,648.0
YER110C,YGL237C,0.123,0.214,0.576,162.0
YER110C,YGR067C,0.104,0.146,0.517,
YER110C,YGR119C,0.056,0.481,1.0,877.0
YER110C,YHR102W,0.194,0.214,0.289,420.0
YER110C,YHR169W,0.062,0.128,0.517,368.0
YER110C,YHR199C,0.104,0.383,0.415,
YER110C,YIL026C,0.209,0.214,0.477,767.0
YER110C,YJR017C,0.095,0.146,0.517,167.0
YER110C,YJR068W,0.176,0.078,0.479,
YER110C,YKL068W,0.056,0.214,0.517,855.0
YER110C,YKL081W,0.07,0.106,0.37,673.0
YER110C,YLR148W,0.164,0.153,0.447,
YER110C,YLR293C,0.035,0.055,0.289,999.0
YER110C,YML007W,0.043,0.117,0.289,594.0
YER110C,YMR001C,0.058,0.113,0.368,182.0
YER110C,YMR036C,0.157,0.101,0.289,
YER110C,YMR047C,0.058,0.481,0.517,852.0
YER110C,YMR106C,0.104,0.214,0.685,
YER110C,YNL030W,0.111,0.133,0.471,945.0
YER110C,YNL189W,0.058,1.0,0.517,942.0
YER110C,YNL313C,0.231,0.383,0.289,764.0
YER110C,YNL323W,0.402,0.317,0.0,
YER110C,YOL127W,0.134,0.117,0.343,745.0
YER110C,YOL133W,0.157,0.173,0.289,
YER110C,YPL203W,0.095,0.128,0.517,
YER110C,YPL259C,0.058,0.173,0.363,
YER110C,YPR017C,0.077,0.276,0.242,156.0
YER111C,YER167W,0.338,0.282,0.622,999.0
YER111C,YHR030C,0.089,0.513,0.202,996.0
YER111C,YLR182W,0.542,1.0,0.374,999.0
YER111C,YPL153C,0.133,0.078,0.622,800.0
YER111C,YPL256C,0.132,0.111,0.374,999.0
YER111C,YPR119W,0.254,0.111,0.622,923.0
YER112W,YER124C,0.157,0.282,0.276,282.0
YER112W,YER146W,1.0,1.0,1.0,999.0
YER112W,YER172C,0.658,0.163,0.662,999.0
YER112W,YFL017W-A,0.686,1.0,0.598,999.0
YER112W,YGL173C,0.258,0.096,0.419,983.0
YER112W,YIL029C,0.105,0.282,0.166,234.0
YER112W,YJL110C,0.496,0.75,1.0,234.0
YER112W,YJL124C,0.414,1.0,0.506,999.0
YER112W,YJL155C,0.184,0.069,0.506,278.0
YER112W,YJR022W,0.554,1.0,0.598,999.0
YER112W,YJR138W,0.072,0.11,0.109,616.0
YER112W,YKL209C,0.046,0.051,0.243,624.0
YER112W,YLL032C,0.105,0.785,0.506,241.0
YER112W,YLR147C,0.658,1.0,0.662,999.0
YER112W,YLR264W,0.268,0.163,0.472,582.0
YER112W,YLR269C,0.0,0.0,0.0,370.0
YER112W,YLR275W,0.658,1.0,1.0,999.0
YER112W,YLR386W,0.055,0.267,0.45,328.0
YER112W,YLR438C-A,1.0,1.0,1.0,999.0
YER112W,YMR304W,0.262,0.133,0.506,
YER112W,YNL091W,0.044,0.282,0.506,512.0
YER112W,YNL118C,0.414,1.0,0.419,986.0
YER112W,YNL147W,0.925,1.0,0.611,999.0
YER112W,YNL199C,0.496,0.195,1.0,250.0
YER112W,YOL004W,0.29,0.111,1.0,273.0
YER112W,YOL149W,0.658,0.785,0.419,977.0
YER112W,YOR039W,0.338,0.133,0.511,239.0
YER112W,YOR195W,0.103,0.282,0.417,265.0
YER112W,YOR219C,0.262,0.084,0.166,234.0
YER112W,YPR132W,0.199,0.163,0.506,
YER113C,YER118C,0.402,0.189,0.327,208.0
YER113C,YGR123C,0.103,0.255,0.157,189.0
YER113C,YIL120W,0.297,0.318,0.327,331.0
YER114C,YER118C,0.301,0.191,0.53,843.0
YER114C,YER124C,0.236,0.28,0.737,722.0
YER114C,YER155C,0.308,0.212,0.313,429.0
YER114C,YER158C,0.289,0.28,0.418,410.0
YER114C,YER177W,0.301,0.213,0.513,380.0
YER114C,YGL190C,0.046,0.119,0.206,384.0
YER114C,YGR033C,0.16,0.28,0.313,
YER114C,YHL007C,0.117,0.269,0.356,509.0
YER114C,YHL014C,0.289,0.269,0.313,
YER114C,YHR066W,0.11,0.22,0.385,
YER114C,YIL144W,0.625,0.169,0.158,230.0
YER114C,YIR006C,0.412,0.283,0.207,273.0
YER114C,YIR039C,0.098,0.139,0.452,295.0
YER114C,YJR091C,0.087,0.199,0.18,
YER114C,YJR138W,0.323,0.117,0.196,256.0
YER114C,YLR056W,0.229,0.169,0.291,
YER114C,YLR086W,0.223,0.084,0.356,
YER114C,YLR229C,0.184,0.084,0.223,912.0
YER114C,YML109W,0.094,0.28,0.513,750.0
YER114C,YMR080C,0.133,0.199,0.513,313.0
YER114C,YMR124W,0.505,0.28,0.513,789.0
YER114C,YMR244W,0.289,0.28,0.199,291.0
YER114C,YNL078W,0.192,0.28,0.737,351.0
YER114C,YNL298W,0.31,0.086,0.268,743.0
YER114C,YOR188W,1.0,0.28,0.737,699.0
YER114C,YOR370C,0.142,0.117,0.513,552.0
YER114C,YPL038W,0.061,0.099,0.513,355.0
YER114C,YPL049C,0.184,0.247,0.356,229.0
YER114C,YPL158C,0.301,0.28,0.737,397.0
YER114C,YPL272C,0.201,0.072,0.418,
YER115C,YGL070C,0.065,0.255,0.74,
YER115C,YJL020C,0.267,0.283,0.444,229.0
YER115C,YLR310C,0.137,0.477,0.275,229.0
YER115C,YML109W,0.072,1.0,0.599,599.0
YER115C,YOL003C,0.078,0.477,0.099,163.0
YER116C,YLR295C,0.063,0.104,0.385,
YER117W,YFL037W,0.056,0.154,0.568,305.0
YER117W,YHR114W,0.049,0.262,0.533,
YER117W,YKL104C,0.331,0.141,0.156,
YER117W,YLR259C,0.587,0.214,0.6,
YER117W,YML056C,0.141,0.181,0.533,412.0
YER117W,YML085C,0.075,0.129,0.533,231.0
YER117W,YMR319C,0.12,0.109,0.095,
YER117W,YOL098C,0.218,0.477,0.533,
YER117W,YOR206W,0.054,0.133,0.436,874.0
YER117W,YPL208W,0.427,0.181,0.533,237.0
YER117W,YPL258C,0.244,0.262,0.156,
YER118C,YFL062W,0.144,0.189,0.529,
YER118C,YGL085W,0.144,0.189,0.275,339.0
YER118C,YGL162W,0.065,0.148,0.305,
YER118C,YGL173C,0.093,0.079,0.239,273.0
YER118C,YGL201C,0.075,0.181,0.305,234.0
YER118C,YGR178C,0.068,0.142,0.305,229.0
YER118C,YGR257C,0.099,0.149,0.275,
YER118C,YGR295C,0.144,0.189,0.327,
YER118C,YHL002W,0.072,0.312,0.257,344.0
YER118C,YHL007C,0.08,0.091,0.305,971.0
YER118C,YHL048W,0.144,0.189,0.229,
YER118C,YHR140W,0.144,0.189,0.529,
YER118C,YHR143W,0.402,0.079,0.327,271.0
YER118C,YIL045W,0.154,0.089,0.425,188.0
YER118C,YIL095W,0.192,0.067,0.425,196.0
YER118C,YIL144W,0.351,0.275,0.147,229.0
YER118C,YIL156W,0.081,0.122,0.425,450.0
YER118C,YIR003W,0.19,0.189,0.286,189.0
YER118C,YJL062W,0.091,0.079,0.327,390.0
YER118C,YJL128C,0.08,0.091,0.419,999.0
YER118C,YJR115W,0.144,0.189,0.308,229.0
YER118C,YKL221W,0.294,0.06,0.529,
YER118C,YKR027W,0.055,0.189,0.257,410.0
YER118C,YLL048C,0.294,0.091,0.327,
YER118C,YLR096W,0.221,0.103,0.529,470.0
YER118C,YLR138W,0.102,0.055,0.327,276.0
YER118C,YLR292C,0.077,0.103,0.271,
YER118C,YLR314C,0.301,0.091,0.396,242.0
YER118C,YLR372W,0.147,0.122,0.327,179.0
YER118C,YLR425W,0.526,0.149,0.425,476.0
YER118C,YLR452C,0.494,0.09,1.0,382.0
YER118C,YMR032W,0.309,0.364,0.238,946.0
YER118C,YMR065W,0.092,0.189,0.271,
YER118C,YMR068W,0.751,0.189,0.529,173.0
YER118C,YMR109W,0.077,0.065,0.244,776.0
YER118C,YMR153W,0.071,0.122,0.247,
YER118C,YNL049C,0.077,0.148,0.271,
YER118C,YNL101W,0.077,0.051,0.275,
YER118C,YNL106C,0.155,0.06,0.244,
YER118C,YNL112W,0.069,0.065,0.275,253.0
YER118C,YNL139C,0.059,0.142,0.198,229.0
YER118C,YNL152W,0.351,0.191,0.425,923.0
YER118C,YNL331C,0.281,0.079,0.308,229.0
YER118C,YNR033W,0.113,0.079,0.425,
YER118C,YNR064C,0.177,0.079,0.308,188.0
YER118C,YOL070C,0.144,0.189,0.425,361.0
YER118C,YOR127W,0.523,0.148,0.229,519.0
YER118C,YOR181W,0.058,0.312,0.362,756.0
YER118C,YOR254C,0.062,0.103,0.305,168.0
YER118C,YOR311C,0.132,0.103,0.236,157.0
YER118C,YPL115C,0.134,0.169,0.425,153.0
YER118C,YPR171W,0.077,0.471,0.419,229.0
YER119C,YGL127C,0.088,0.048,0.117,
YER119C,YKL055C,0.348,0.079,0.099,176.0
YER119C,YMR047C,0.564,0.177,0.117,
YER120W,YGR086C,0.024,0.575,0.504,823.0
YER120W,YHL020C,0.168,0.104,0.276,997.0
YER120W,YHR196W,0.597,0.19,0.182,223.0
YER120W,YHR200W,0.141,0.202,0.334,701.0
YER120W,YLR305C,0.143,0.074,0.25,944.0
YER120W,YLR342W,0.145,0.07,0.168,587.0
YER120W,YMR049C,0.277,0.34,0.182,
YER120W,YMR216C,0.032,0.217,0.396,351.0
YER120W,YNL027W,0.504,0.19,0.276,413.0
YER121W,YKL002W,0.148,1.0,0.314,190.0
YER122C,YER176W,0.181,0.078,0.355,189.0
YER122C,YGL137W,0.032,0.119,0.663,995.0
YER122C,YHR148W,0.02,0.098,0.216,177.0
YER122C,YJL030W,0.04,0.28,0.451,340.0
YER122C,YJR132W,0.019,0.084,0.441,270.0
YER122C,YNL287W,0.02,0.212,0.741,997.0
YER123W,YHR135C,1.0,1.0,1.0,449.0
YER123W,YNL049C,0.065,0.194,0.271,326.0
YER123W,YOL083W,0.251,0.262,0.379,163.0
YER124C,YHR003C,0.104,0.283,0.25,314.0
YER124C,YML109W,0.095,1.0,0.396,387.0
YER125W,YFL039C,0.072,0.333,0.357,735.0
YER125W,YFR022W,0.038,0.126,0.129,989.0
YER125W,YFR028C,0.15,0.228,0.184,319.0
YER125W,YGL087C,0.054,0.481,0.3,272.0
YER125W,YGR005C,0.205,0.055,0.362,229.0
YER125W,YGR052W,0.609,0.43,0.603,251.0
YER125W,YGR068C,0.047,0.126,0.129,972.0
YER125W,YGR136W,0.031,0.383,0.425,927.0
YER125W,YGR186W,0.287,0.119,0.362,247.0
YER125W,YGR268C,0.16,0.383,0.425,645.0
YER125W,YHR097C,0.16,0.383,0.425,347.0
YER125W,YHR114W,0.047,0.214,0.425,194.0
YER125W,YHR143W-A,0.226,0.428,0.391,165.0
YER125W,YIL021W,0.209,0.387,0.485,452.0
YER125W,YJL034W,0.071,0.055,0.63,474.0
YER125W,YJL084C,0.044,0.153,0.425,981.0
YER125W,YJL140W,0.209,0.428,0.499,427.0
YER125W,YJL151C,0.039,0.126,0.557,997.0
YER125W,YJR091C,0.201,0.106,0.576,
YER125W,YKL020C,0.127,0.133,0.635,982.0
YER125W,YKR018C,0.16,0.383,0.236,191.0
YER125W,YKR021W,0.047,0.126,0.425,976.0
YER125W,YLR342W,0.097,0.366,0.441,351.0
YER125W,YLR392C,0.16,0.383,0.425,917.0
YER125W,YML010W,0.159,0.106,0.603,262.0
